date,series_id,forecast
2025-01-01,WPU0581,917.4179957642253
2025-02-01,WPU0581,904.3531904912114
2025-03-01,WPU0581,898.0349596564679
2025-04-01,WPU0581,811.137862397967
2025-05-01,WPU0581,828.0710187444582
2025-06-01,WPU0581,785.9380242712546
2025-07-01,WPU0581,694.4582361128093
2025-08-01,WPU0581,645.8683847915104
2025-09-01,WPU0581,549.5279419695144
2025-10-01,WPU0581,423.95145188260614
2025-11-01,WPU0581,338.30263693323695
2025-12-01,WPU0581,291.2399620264852
