date,series_id,forecast
2025-01-01,WPU081,158.6907782230647
2025-02-01,WPU081,196.63636601889493
2025-03-01,WPU081,254.7622008933836
2025-04-01,WPU081,251.7424353423909
2025-05-01,WPU081,254.9602009545803
2025-06-01,WPU081,242.22437554970062
2025-07-01,WPU081,247.04524890021037
2025-08-01,WPU081,217.36414526166226
2025-09-01,WPU081,190.18693257457377
2025-10-01,WPU081,179.10049881689645
2025-11-01,WPU081,199.38151708331566
2025-12-01,WPU081,230.3911707245495
